Date,Year,Month,State,Production,Status Data
1/1/2019,2019,Jan,Pahang,587,f
1/2/2019,2019,Feb,Pahang,482,f
1/3/2019,2019,Mar,Pahang,268,f
1/4/2019,2019,Apr,Pahang,315,f
1/5/2019,2019,May,Pahang,297,f
1/6/2019,2019,Jun,Pahang,314,f
1/7/2019,2019,Jul,Pahang,476,f
1/8/2019,2019,Aug,Pahang,493,f
1/9/2019,2019,Sep,Pahang,477,f
1/10/2019,2019,Oct,Pahang,394,f
1/11/2019,2019,Nov,Pahang,426,f
1/12/2019,2019,Dec,Pahang,419,f
1/1/2019,2019,Jan,Perak,565,f
1/2/2019,2019,Feb,Perak,301,f
1/3/2019,2019,Mar,Perak,208,f
1/4/2019,2019,Apr,Perak,182,f
1/5/2019,2019,May,Perak,230,f
1/6/2019,2019,Jun,Perak,277,f
1/7/2019,2019,Jul,Perak,457,f
1/8/2019,2019,Aug,Perak,448,f
1/9/2019,2019,Sep,Perak,437,f
1/10/2019,2019,Oct,Perak,260,f
1/11/2019,2019,Nov,Perak,340,f
1/12/2019,2019,Dec,Perak,358,f
1/1/2019,2019,Jan,Selangor,884,f
1/2/2019,2019,Feb,Selangor,468,f
1/3/2019,2019,Mar,Selangor,319,f
1/4/2019,2019,Apr,Selangor,270,f
1/5/2019,2019,May,Selangor,534,f
1/6/2019,2019,Jun,Selangor,528,f
1/7/2019,2019,Jul,Selangor,767,f
1/8/2019,2019,Aug,Selangor,614,f
1/9/2019,2019,Sep,Selangor,668,f
1/10/2019,2019,Oct,Selangor,255,f
1/11/2019,2019,Nov,Selangor,503,f
1/12/2019,2019,Dec,Selangor,622,f
1/1/2019,2019,Jan,Sabah & Sarawak,260,f
1/2/2019,2019,Feb,Sabah & Sarawak,194,f
1/3/2019,2019,Mar,Sabah & Sarawak,341,f
1/4/2019,2019,Apr,Sabah & Sarawak,272,f
1/5/2019,2019,May,Sabah & Sarawak,52,f
1/6/2019,2019,Jun,Sabah & Sarawak,60,f
1/7/2019,2019,Jul,Sabah & Sarawak,224,f
1/8/2019,2019,Aug,Sabah & Sarawak,344,f
1/9/2019,2019,Sep,Sabah & Sarawak,358,f
1/10/2019,2019,Oct,Sabah & Sarawak,344,f
1/11/2019,2019,Nov,Sabah & Sarawak,435,f
1/12/2019,2019,Dec,Sabah & Sarawak,469,f
1/1/2020,2020,Jan,Johor,697,f
1/2/2020,2020,Feb,Johor,440,f
1/3/2020,2020,Mar,Johor,504,f
1/4/2020,2020,Apr,Johor,236,f
1/5/2020,2020,May,Johor,237,f
1/6/2020,2020,Jun,Johor,479,f
1/7/2020,2020,Jul,Johor,615,f
1/8/2020,2020,Aug,Johor,724,f
1/9/2020,2020,Sep,Johor,697,f
1/10/2020,2020,Oct,Johor,608,f
1/11/2020,2020,Nov,Johor,452,f
1/12/2020,2020,Dec,Johor,578,f
1/1/2020,2020,Jan,Kedah & Perlis,1312,f
1/2/2020,2020,Feb,Kedah & Perlis,457,f
1/3/2020,2020,Mar,Kedah & Perlis,613,f
1/4/2020,2020,Apr,Kedah & Perlis,642,f
1/5/2020,2020,May,Kedah & Perlis,682,f
1/6/2020,2020,Jun,Kedah & Perlis,1083,f
1/7/2020,2020,Jul,Kedah & Perlis,876,f
1/8/2020,2020,Aug,Kedah & Perlis,1028,f
1/9/2020,2020,Sep,Kedah & Perlis,884,f
1/10/2020,2020,Oct,Kedah & Perlis,805,f
1/11/2020,2020,Nov,Kedah & Perlis,1001,f
1/12/2020,2020,Dec,Kedah & Perlis,1122,f
1/1/2020,2020,Jan,Kelantan & Terengganu,1755,f
1/2/2020,2020,Feb,Kelantan & Terengganu,1318,f
1/3/2020,2020,Mar,Kelantan & Terengganu,880,f
1/4/2020,2020,Apr,Kelantan & Terengganu,1075,f
1/5/2020,2020,May,Kelantan & Terengganu,863,f
1/6/2020,2020,Jun,Kelantan & Terengganu,1170,f
1/7/2020,2020,Jul,Kelantan & Terengganu,1498,f
1/8/2020,2020,Aug,Kelantan & Terengganu,1600,f
1/9/2020,2020,Sep,Kelantan & Terengganu,1653,f
1/10/2020,2020,Oct,Kelantan & Terengganu,1376,f
1/11/2020,2020,Nov,Kelantan & Terengganu,1046,f
1/12/2020,2020,Dec,Kelantan & Terengganu,1124,f
1/1/2020,2020,Jan,Melaka & Negeri Sembilan,751,f
1/2/2020,2020,Feb,Melaka & Negeri Sembilan,593,f
1/3/2020,2020,Mar,Melaka & Negeri Sembilan,366,f
1/4/2020,2020,Apr,Melaka & Negeri Sembilan,207,f
1/5/2020,2020,May,Melaka & Negeri Sembilan,275,f
1/6/2020,2020,Jun,Melaka & Negeri Sembilan,547,f
1/7/2020,2020,Jul,Melaka & Negeri Sembilan,616,f
1/8/2020,2020,Aug,Melaka & Negeri Sembilan,713,f
1/9/2020,2020,Sep,Melaka & Negeri Sembilan,623,f
1/10/2020,2020,Oct,Melaka & Negeri Sembilan,546,f
1/11/2020,2020,Nov,Melaka & Negeri Sembilan,308,f
1/12/2020,2020,Dec,Melaka & Negeri Sembilan,539,f
1/1/2020,2020,Jan,Pahang,465,f
1/2/2020,2020,Feb,Pahang,329,f
1/3/2020,2020,Mar,Pahang,244,f
1/4/2020,2020,Apr,Pahang,173,f
1/5/2020,2020,May,Pahang,197,f
1/6/2020,2020,Jun,Pahang,376,f
1/7/2020,2020,Jul,Pahang,443,f
1/8/2020,2020,Aug,Pahang,416,f
1/9/2020,2020,Sep,Pahang,398,f
1/10/2020,2020,Oct,Pahang,407,f
1/11/2020,2020,Nov,Pahang,257,f
1/12/2020,2020,Dec,Pahang,389,f
1/1/2020,2020,Jan,Perak,389,f
1/2/2020,2020,Feb,Perak,190,f
1/3/2020,2020,Mar,Perak,168,f
1/4/2020,2020,Apr,Perak,171,f
1/5/2020,2020,May,Perak,225,f
1/6/2020,2020,Jun,Perak,380,f
1/7/2020,2020,Jul,Perak,298,f
1/8/2020,2020,Aug,Perak,573,f
1/9/2020,2020,Sep,Perak,372,f
1/10/2020,2020,Oct,Perak,363,f
1/11/2020,2020,Nov,Perak,406,f
1/12/2020,2020,Dec,Perak,492,f
1/1/2020,2020,Jan,Selangor,683,f
1/2/2020,2020,Feb,Selangor,331,f
1/3/2020,2020,Mar,Selangor,136,f
1/4/2020,2020,Apr,Selangor,346,f
1/5/2020,2020,May,Selangor,450,f
1/6/2020,2020,Jun,Selangor,663,f
1/7/2020,2020,Jul,Selangor,622,f
1/8/2020,2020,Aug,Selangor,662,f
1/9/2020,2020,Sep,Selangor,433,f
1/10/2020,2020,Oct,Selangor,566,f
1/11/2020,2020,Nov,Selangor,275,f
1/12/2020,2020,Dec,Selangor,382,f
1/1/2020,2020,Jan,Sabah & Sarawak,319,f
1/2/2020,2020,Feb,Sabah & Sarawak,385,f
1/3/2020,2020,Mar,Sabah & Sarawak,342,f
1/4/2020,2020,Apr,Sabah & Sarawak,223,f
1/5/2020,2020,May,Sabah & Sarawak,316,f
1/6/2020,2020,Jun,Sabah & Sarawak,61,f
1/7/2020,2020,Jul,Sabah & Sarawak,250,f
1/8/2020,2020,Aug,Sabah & Sarawak,558,f
1/9/2020,2020,Sep,Sabah & Sarawak,485,f
1/10/2020,2020,Oct,Sabah & Sarawak,372,f
1/11/2020,2020,Nov,Sabah & Sarawak,482,f
1/12/2020,2020,Dec,Sabah & Sarawak,745,f
1/1/2021,2021,Jan,Johor,434,f
1/2/2021,2021,Feb,Johor,415,f
1/3/2021,2021,Mar,Johor,248,f
1/4/2021,2021,Apr,Johor,266,f
1/5/2021,2021,May,Johor,260,f
1/6/2021,2021,Jun,Johor,450,f
1/7/2021,2021,Jul,Johor,458,f
1/8/2021,2021,Aug,Johor,434,f
1/9/2021,2021,Sep,Johor,361,f
1/10/2021,2021,Oct,Johor,358,f
1/11/2021,2021,Nov,Johor,321,f
1/12/2021,2021,Dec,Johor,357,f
1/1/2021,2021,Jan,Kedah & Perlis,1155,f
1/2/2021,2021,Feb,Kedah & Perlis,790,f
1/3/2021,2021,Mar,Kedah & Perlis,350,f
1/4/2021,2021,Apr,Kedah & Perlis,305,f
1/5/2021,2021,May,Kedah & Perlis,482,f
1/6/2021,2021,Jun,Kedah & Perlis,822,f
1/7/2021,2021,Jul,Kedah & Perlis,801,f
1/8/2021,2021,Aug,Kedah & Perlis,629,f
1/9/2021,2021,Sep,Kedah & Perlis,813,f
1/10/2021,2021,Oct,Kedah & Perlis,675,f
1/11/2021,2021,Nov,Kedah & Perlis,555,f
1/12/2021,2021,Dec,Kedah & Perlis,974,f
1/1/2021,2021,Jan,Kelantan & Terengganu,1182,f
1/2/2021,2021,Feb,Kelantan & Terengganu,1087,f
1/3/2021,2021,Mar,Kelantan & Terengganu,952,f
1/4/2021,2021,Apr,Kelantan & Terengganu,694,f
1/5/2021,2021,May,Kelantan & Terengganu,854,f
1/6/2021,2021,Jun,Kelantan & Terengganu,1088,f
1/7/2021,2021,Jul,Kelantan & Terengganu,1038,f
1/8/2021,2021,Aug,Kelantan & Terengganu,1171,f
1/9/2021,2021,Sep,Kelantan & Terengganu,890,f
1/10/2021,2021,Oct,Kelantan & Terengganu,1066,f
1/11/2021,2021,Nov,Kelantan & Terengganu,794,f
1/12/2021,2021,Dec,Kelantan & Terengganu,721,f
1/1/2021,2021,Jan,Melaka & Negeri Sembilan,514,f
1/2/2021,2021,Feb,Melaka & Negeri Sembilan,635,f
1/3/2021,2021,Mar,Melaka & Negeri Sembilan,376,f
1/4/2021,2021,Apr,Melaka & Negeri Sembilan,157,f
1/5/2021,2021,May,Melaka & Negeri Sembilan,194,f
1/6/2021,2021,Jun,Melaka & Negeri Sembilan,310,f
1/7/2021,2021,Jul,Melaka & Negeri Sembilan,364,f
1/8/2021,2021,Aug,Melaka & Negeri Sembilan,380,f
1/9/2021,2021,Sep,Melaka & Negeri Sembilan,202,f
1/10/2021,2021,Oct,Melaka & Negeri Sembilan,262,f
1/11/2021,2021,Nov,Melaka & Negeri Sembilan,142,f
1/12/2021,2021,Dec,Melaka & Negeri Sembilan,274,f
1/1/2021,2021,Jan,Pahang,275,f
1/2/2021,2021,Feb,Pahang,360,f
1/3/2021,2021,Mar,Pahang,165,f
1/4/2021,2021,Apr,Pahang,145,f
1/5/2021,2021,May,Pahang,198,f
1/6/2021,2021,Jun,Pahang,411,f
1/7/2021,2021,Jul,Pahang,333,f
1/8/2021,2021,Aug,Pahang,292,f
1/9/2021,2021,Sep,Pahang,273,f
1/10/2021,2021,Oct,Pahang,318,f
1/11/2021,2021,Nov,Pahang,235,f
1/12/2021,2021,Dec,Pahang,261,f
1/1/2021,2021,Jan,Perak,630,f
1/2/2021,2021,Feb,Perak,328,f
1/3/2021,2021,Mar,Perak,284,f
1/4/2021,2021,Apr,Perak,274,f
1/5/2021,2021,May,Perak,294,f
1/6/2021,2021,Jun,Perak,426,f
1/7/2021,2021,Jul,Perak,478,f
1/8/2021,2021,Aug,Perak,544,f
1/9/2021,2021,Sep,Perak,356,f
1/10/2021,2021,Oct,Perak,508,f
1/11/2021,2021,Nov,Perak,439,f
1/12/2021,2021,Dec,Perak,520,f
1/1/2021,2021,Jan,Selangor,547,f
1/2/2021,2021,Feb,Selangor,435,f
1/3/2021,2021,Mar,Selangor,235,f
1/4/2021,2021,Apr,Selangor,295,f
1/5/2021,2021,May,Selangor,266,f
1/6/2021,2021,Jun,Selangor,558,f
1/7/2021,2021,Jul,Selangor,536,f
1/8/2021,2021,Aug,Selangor,204,f
1/9/2021,2021,Sep,Selangor,367,f
1/10/2021,2021,Oct,Selangor,375,f
1/11/2021,2021,Nov,Selangor,291,f
1/12/2021,2021,Dec,Selangor,238,f
1/1/2021,2021,Jan,Sabah & Sarawak,575,f
1/2/2021,2021,Feb,Sabah & Sarawak,488,f
1/3/2021,2021,Mar,Sabah & Sarawak,551,f
1/4/2021,2021,Apr,Sabah & Sarawak,293,f
1/5/2021,2021,May,Sabah & Sarawak,28,f
1/6/2021,2021,Jun,Sabah & Sarawak,147,f
1/7/2021,2021,Jul,Sabah & Sarawak,361,f
1/8/2021,2021,Aug,Sabah & Sarawak,298,f
1/9/2021,2021,Sep,Sabah & Sarawak,454,f
1/10/2021,2021,Oct,Sabah & Sarawak,524,f
1/11/2021,2021,Nov,Sabah & Sarawak,445,f
1/12/2021,2021,Dec,Sabah & Sarawak,429,f
1/1/2022,2022,Jan,Johor,473,f
1/2/2022,2022,Feb,Johor,334,f
1/3/2022,2022,Mar,Johor,289,f
1/4/2022,2022,Apr,Johor,221,f
1/5/2022,2022,May,Johor,295,f
1/6/2022,2022,Jun,Johor,353,f
1/7/2022,2022,Jul,Johor,370,f
1/8/2022,2022,Aug,Johor,342,f
1/1/2022,2022,Jan,Kedah & Perlis,980,f
1/2/2022,2022,Feb,Kedah & Perlis,306,f
1/3/2022,2022,Mar,Kedah & Perlis,195,f
1/4/2022,2022,Apr,Kedah & Perlis,241,f
1/5/2022,2022,May,Kedah & Perlis,424,f
1/6/2022,2022,Jun,Kedah & Perlis,572,f
1/7/2022,2022,Jul,Kedah & Perlis,719,f
1/8/2022,2022,Aug,Kedah & Perlis,763,f
1/1/2022,2022,Jan,Kelantan & Terengganu,1159,f
1/2/2022,2022,Feb,Kelantan & Terengganu,799,f
1/3/2022,2022,Mar,Kelantan & Terengganu,898,f
1/4/2022,2022,Apr,Kelantan & Terengganu,843,f
1/5/2022,2022,May,Kelantan & Terengganu,1219,f
1/6/2022,2022,Jun,Kelantan & Terengganu,1166,f
1/7/2022,2022,Jul,Kelantan & Terengganu,1354,f
1/8/2022,2022,Aug,Kelantan & Terengganu,1568,f
1/1/2022,2022,Jan,Melaka & Negeri Sembilan,248,f
1/2/2022,2022,Feb,Melaka & Negeri Sembilan,174,f
1/3/2022,2022,Mar,Melaka & Negeri Sembilan,132,f
1/4/2022,2022,Apr,Melaka & Negeri Sembilan,90,f
1/5/2022,2022,May,Melaka & Negeri Sembilan,118,f
1/6/2022,2022,Jun,Melaka & Negeri Sembilan,189,f
1/7/2022,2022,Jul,Melaka & Negeri Sembilan,228,f
1/8/2022,2022,Aug,Melaka & Negeri Sembilan,189,f
1/1/2022,2022,Jan,Pahang,688,f
1/2/2022,2022,Feb,Pahang,759,f
1/3/2022,2022,Mar,Pahang,416,f
1/4/2022,2022,Apr,Pahang,255,f
1/5/2022,2022,May,Pahang,502,f
1/6/2022,2022,Jun,Pahang,667,f
1/7/2022,2022,Jul,Pahang,765,f
1/8/2022,2022,Aug,Pahang,619,f
1/1/2022,2022,Jan,Perak,1347,f
1/2/2022,2022,Feb,Perak,779,f
1/3/2022,2022,Mar,Perak,828,f
1/4/2022,2022,Apr,Perak,697,f
1/5/2022,2022,May,Perak,755,f
1/6/2022,2022,Jun,Perak,725,f
1/7/2022,2022,Jul,Perak,429,f
1/8/2022,2022,Aug,Perak,474,f
1/1/2022,2022,Jan,Selangor,208,f
1/2/2022,2022,Feb,Selangor,160,f
1/3/2022,2022,Mar,Selangor,92,f
1/4/2022,2022,Apr,Selangor,133,f
1/5/2022,2022,May,Selangor,150,f
1/6/2022,2022,Jun,Selangor,139,f
1/7/2022,2022,Jul,Selangor,146,f
1/8/2022,2022,Aug,Selangor,187,f
1/1/2022,2022,Jan,Sabah & Sarawak,313,f
1/2/2022,2022,Feb,Sabah & Sarawak,288,f
1/3/2022,2022,Mar,Sabah & Sarawak,412,f
1/4/2022,2022,Apr,Sabah & Sarawak,195,f
1/5/2022,2022,May,Sabah & Sarawak,51,f
1/6/2022,2022,Jun,Sabah & Sarawak,211,f
1/7/2022,2022,Jul,Sabah & Sarawak,361,f
1/8/2022,2022,Aug,Sabah & Sarawak,401,f
1/9/2022,2022,Sep,Johor,361,f
1/9/2022,2022,Sep,Kedah & Perlis,715,f
1/9/2022,2022,Sep,Kelantan & Terengganu,1370,f
1/9/2022,2022,Sep,Melaka & Negeri Sembilan,201,f
1/9/2022,2022,Sep,Pahang,665,f
1/9/2022,2022,Sep,Perak,497,f
1/9/2022,2022,Sep,Selangor,182,f
1/9/2022,2022,Sep,Sabah & Sarawak,401,f
1/10/2022,2022,Oct,Johor,273,f
1/10/2022,2022,Oct,Kedah & Perlis,475,f
1/10/2022,2022,Oct,Kelantan & Terengganu,1393,f
1/10/2022,2022,Oct,Melaka & Negeri Sembilan,175,f
1/10/2022,2022,Oct,Pahang,551,f
1/10/2022,2022,Oct,Perak,440,f
1/10/2022,2022,Oct,Selangor,104,f
1/10/2022,2022,Oct,Sabah & Sarawak,457,f
1/11/2022,2022,Nov,Johor,305,f
1/11/2022,2022,Nov,Kedah & Perlis,564,f
1/11/2022,2022,Nov,Kelantan & Terengganu,1218,f
1/11/2022,2022,Nov,Melaka & Negeri Sembilan,136,f
1/11/2022,2022,Nov,Pahang,469,f
1/11/2022,2022,Nov,Perak,419,f
1/11/2022,2022,Nov,Selangor,91,f
1/11/2022,2022,Nov,Sabah & Sarawak,392,f
1/12/2022,2022,Dec,Johor,378,f
1/12/2022,2022,Dec,Kedah & Perlis,711,f
1/12/2022,2022,Dec,Kelantan & Terengganu,1172,f
1/12/2022,2022,Dec,Melaka & Negeri Sembilan,189,f
1/12/2022,2022,Dec,Pahang,659,f
1/12/2022,2022,Dec,Perak,411,f
1/12/2022,2022,Dec,Selangor,135,f
1/12/2022,2022,Dec,Sabah & Sarawak,434,f
1/1/2023,2023,Jan,Johor,369,f
1/1/2023,2023,Jan,Kedah & Perlis,768,f
1/1/2023,2023,Jan,Kelantan & Terengganu,1533,f
1/1/2023,2023,Jan,Melaka & Negeri Sembilan,200,f
1/1/2023,2023,Jan,Pahang,778,f
1/1/2023,2023,Jan,Perak,662,f
1/1/2023,2023,Jan,Selangor,153,f
1/1/2023,2023,Jan,Sabah & Sarawak,198,f
1/2/2023,2023,Feb,Johor,344,f
1/2/2023,2023,Feb,Kedah & Perlis,396,f
1/2/2023,2023,Feb,Kelantan & Terengganu,1333,f
1/2/2023,2023,Feb,Melaka & Negeri Sembilan,192,f
1/2/2023,2023,Feb,Pahang,532,f
1/2/2023,2023,Feb,Perak,185,f
1/2/2023,2023,Feb,Selangor,196,f
1/2/2023,2023,Feb,Sabah & Sarawak,286,f
1/3/2023,2023,Mar,Johor,230,f
1/3/2023,2023,Mar,Kedah & Perlis,281,f
1/3/2023,2023,Mar,Kelantan & Terengganu,1234,f
1/3/2023,2023,Mar,Melaka & Negeri Sembilan,138,f
1/3/2023,2023,Mar,Pahang,786,f
1/3/2023,2023,Mar,Perak,203,f
1/3/2023,2023,Mar,Selangor,188,f
1/3/2023,2023,Mar,Sabah & Sarawak,195,f
1/4/2023,2023,Apr,Johor,243,f
1/4/2023,2023,Apr,Kedah & Perlis,268,f
1/4/2023,2023,Apr,Kelantan & Terengganu,1161,f
1/4/2023,2023,Apr,Melaka & Negeri Sembilan,111,f
1/4/2023,2023,Apr,Pahang,634,f
1/4/2023,2023,Apr,Perak,196,f
1/4/2023,2023,Apr,Selangor,197,f
1/4/2023,2023,Apr,Sabah & Sarawak,75,f
1/5/2023,2023,May,Johor,324,f
1/5/2023,2023,May,Kedah & Perlis,373,f
1/5/2023,2023,May,Kelantan & Terengganu,"1,197",f
1/5/2023,2023,May,Melaka & Negeri Sembilan,128,f
1/5/2023,2023,May,Pahang,854,f
1/5/2023,2023,May,Perak,237,f
1/5/2023,2023,May,Selangor,187,f
1/5/2023,2023,May,Sabah & Sarawak,136,f
1/6/2023,2023,Jun,Johor,412,f
1/6/2023,2023,Jun,Kedah & Perlis,553,f
1/6/2023,2023,Jun,Kelantan & Terengganu,"1,356",f
1/6/2023,2023,Jun,Melaka & Negeri Sembilan,207,f
1/6/2023,2023,Jun,Pahang,916,f
1/6/2023,2023,Jun,Perak,333,f
1/6/2023,2023,Jun,Selangor,237,f
1/6/2023,2023,Jun,Sabah & Sarawak,194,f
1/7/2023,2023,Jul,Johor,445,p
1/7/2023,2023,Jul,Kedah & Perlis,587,p
1/7/2023,2023,Jul,Kelantan & Terengganu,"1,825",p
1/7/2023,2023,Jul,Melaka & Negeri Sembilan,176,p
1/7/2023,2023,Jul,Pahang,"1,108",p
1/7/2023,2023,Jul,Perak,308,p
1/7/2023,2023,Jul,Selangor,239,p
1/7/2023,2023,Jul,Sabah & Sarawak,316,p
